"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"1358","Cluster_3730","evm.TU.chromosome_8.2168",0.20654154758828,0.396228022059196,0.871073265183948,162,-20.23,"2 20","656 678",19,"78.95%","78.95%","sp|O94910|AGRL1_HUMAN",3.42e-64,"Adhesion G protein-coupled receptor L1 OS=Homo sapiens GN=ADGRL1 PE=1 SV=1","tr|A0A2B4RKZ9|A0A2B4RKZ9_STYPI",0,"Putative G-protein coupled receptor 133 OS=Stylophora pistillata GN=GPR133 PE=4 SV=1","ref|XP_022804293.1|",0,"adhesion G-protein coupled receptor D1-like [Stylophora pistillata]","GO:0030424; GO:0030054; GO:0030426; GO:0016021; GO:0005622; GO:0043005; GO:0005886; GO:0042734; GO:0045202; GO:0030246; GO:0050839; GO:0004930; GO:0016524; GO:0035584; GO:0007166; GO:0007186; GO:0007157; GO:0051965; GO:0090129","GO:0016021; GO:0004930; GO:0007166"
"1359","Cluster_3730","evm.TU.chromosome_8.2168",0.20654154758828,0.396228022059196,0.871073265183948,166,-20.24,"2 16","544 566",15,"93.33%","93.33%","sp|O94910|AGRL1_HUMAN",3.42e-64,"Adhesion G protein-coupled receptor L1 OS=Homo sapiens GN=ADGRL1 PE=1 SV=1","tr|A0A2B4RKZ9|A0A2B4RKZ9_STYPI",0,"Putative G-protein coupled receptor 133 OS=Stylophora pistillata GN=GPR133 PE=4 SV=1","ref|XP_022804293.1|",0,"adhesion G-protein coupled receptor D1-like [Stylophora pistillata]","GO:0030424; GO:0030054; GO:0030426; GO:0016021; GO:0005622; GO:0043005; GO:0005886; GO:0042734; GO:0045202; GO:0030246; GO:0050839; GO:0004930; GO:0016524; GO:0035584; GO:0007166; GO:0007186; GO:0007157; GO:0051965; GO:0090129","GO:0016021; GO:0004930; GO:0007166"
"1360","Cluster_998","evm.TU.chromosome_7.268",0.11692189432115,0.633581646401371,0.936395770101965,165,-20.18,"2 20","385 404",18,"83.33%","83.33%",NA,NA,NA,"tr|A0A2B4SX65|A0A2B4SX65_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene1064 PE=4 SV=1","ref|XP_020602704.1|",0,"uncharacterized protein LOC110041736 [Orbicella faveolata]",NA,"GO:0016021"
"1361","Cluster_4831","evm.TU.chromosome_7.268",0.131161723176328,0.592491701515881,0.927042815590474,157,-20.7,"2 19","277 300",19,"73.68%","78.95%",NA,NA,NA,"tr|A0A2B4SX65|A0A2B4SX65_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene1064 PE=4 SV=1","ref|XP_020602704.1|",0,"uncharacterized protein LOC110041736 [Orbicella faveolata]",NA,"GO:0016021"
"1362","Cluster_4044","evm.TU.chromosome_7.266",0.00661003299307105,0.978574167926085,0.997194131597074,175,-21.41,"2 21","709 731",20,"85.00%","85.00%","sp|Q9UI40|NCKX2_HUMAN",2.76e-78,"Sodium/potassium/calcium exchanger 2 OS=Homo sapiens GN=SLC24A2 PE=1 SV=1","tr|A0A2B4SZC2|A0A2B4SZC2_STYPI",0,"Sodium/potassium/calcium exchanger 4 OS=Stylophora pistillata GN=SLC24A4 PE=4 SV=1","ref|XP_020602702.1|",0,"sodium/potassium/calcium exchanger 3-like isoform X2 [Orbicella faveolata]","GO:0005887; GO:0005886; GO:0046870; GO:0005262; GO:0005509; GO:0008273; GO:0030145; GO:0016151; GO:0030955; GO:0046983; GO:0031402; GO:0015293; GO:0006874; GO:0034220; GO:0006811; GO:0007612; GO:0060292; GO:0060291; GO:0007613; GO:0050896; GO:0007601","GO:0016021; GO:0055085"
"1363","Cluster_4044","evm.TU.chromosome_7.267",0.49081442693475,0.0328616608773899,0.512022695956625,175,-21.41,"2 21","709 731",20,"85.00%","85.00%",NA,NA,NA,"tr|A0A2B4SYG5|A0A2B4SYG5_STYPI",9.09e-85,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene1063 PE=4 SV=1","gb|PFX33920.1|",1.41e-84,"splicing regulatory glutamine/lysine-rich protein 1-like [Stylophora pistillata]",NA,""
"1364","Cluster_4640","evm.TU.chromosome_7.264",-0.00648495206897119,0.97897952050946,0.99725771442731,162,-20.95,"2 21","7 30",21,"71.43%","85.71%","sp|Q93127|GPR18_AMPAM",2.2e-46,"Probable G-protein coupled receptor No18 OS=Amphibalanus amphitrite PE=3 SV=1","tr|A7SM55|A7SM55_NEMVE",1.02e-115,"Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g13440 PE=3 SV=1","ref|XP_020602651.1|",0,"histamine H2 receptor-like [Orbicella faveolata]","GO:0016021; GO:0005886; GO:0004989","GO:0016021; GO:0004930"
"1365","Cluster_4646","evm.TU.chromosome_10.105",0.255570343294056,0.290948802246035,0.829003678920167,163,-23.23,"2 21","609 634",23,"65.22%","82.61%","sp|P50129|5HT2A_PIG",1.48e-15,"5-hydroxytryptamine receptor 2A OS=Sus scrofa GN=HTR2A PE=2 SV=1","tr|A0A2B4RFY9|A0A2B4RFY9_STYPI",0,"Thyrotropin-releasing hormone receptor OS=Stylophora pistillata GN=TRHR PE=4 SV=1","ref|XP_020626229.1|",0,"probable G-protein coupled receptor 21 [Orbicella faveolata]","GO:0030424; GO:0005901; GO:0031410; GO:0043198; GO:0005887; GO:0004993; GO:0030594; GO:0007610; GO:0007200; GO:0050795; GO:0046883; GO:0006939","GO:0016021; GO:0004930"
"1366","Cluster_995","evm.TU.chromosome_13.3201",0.102604863551321,0.675956276105079,0.945597913318386,165,-20.92,"2 21","574 593",19,"78.95%","84.21%","sp|Q1LZE9|PRS23_BOVIN",3.94e-29,"Serine protease 23 OS=Bos taurus GN=PRSS23 PE=2 SV=1","tr|A0A2B4SAR8|A0A2B4SAR8_STYPI",7.25e-140,"Serine protease 23 OS=Stylophora pistillata GN=PRSS23 PE=4 SV=1","ref|XP_020627323.1|",2.16e-166,"inactive serine protease 35-like [Orbicella faveolata]","GO:0005615; GO:0005634; GO:0004252","GO:0004252"
"1367","Cluster_4425","evm.TU.chromosome_14.5058",0.0849568142850721,0.729490240354501,0.956839700188159,155,-20.33,"2 20","592 610",18,"77.78%","77.78%",NA,NA,NA,"tr|A0A1S3H0Z4|A0A1S3H0Z4_LINUN",0,"ATP-dependent DNA helicase OS=Lingula unguis GN=LOC106150504 PE=3 SV=1","ref|XP_020913710.1|",0,"uncharacterized protein LOC110251350 [Exaiptasia pallida]",NA,"GO:0005524; GO:0003678; GO:0006310; GO:0006281; GO:0000723"
"1368","Cluster_4425","evm.TU.chromosome_14.5059",-0.225464081152405,0.353364107339054,0.856007504213336,155,-20.33,"2 20","592 610",18,"77.78%","77.78%","sp|Q9NBX4|RTXE_DROME",2.28e-21,"Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1","tr|A0A2B4R5L4|A0A2B4R5L4_STYPI",0,"Putative RNA-directed DNA polymerase from transposon BS OS=Stylophora pistillata GN=RTase PE=4 SV=1","gb|PFX12931.1|",0,"putative RNA-directed DNA polymerase from transposon BS [Stylophora pistillata]","GO:0003964; GO:0006313","GO:0003964"
"1369","Cluster_3406","evm.TU.chromosome_14.5055",-0.232482082663718,0.338173318155866,0.84983623427994,169,-20.67,"2 21","154 176",21,"80.95%","85.71%","sp|Q8BZZ3|WWP1_MOUSE",0,"NEDD4-like E3 ubiquitin-protein ligase WWP1 OS=Mus musculus GN=Wwp1 PE=1 SV=2","tr|A0A2B4RI13|A0A2B4RI13_STYPI",0,"NEDD4-like E3 ubiquitin-protein ligase WWP1 OS=Stylophora pistillata GN=Wwp1 PE=4 SV=1","gb|KXJ10517.1|",0,"NEDD4-like E3 ubiquitin-protein ligase WWP1 [Exaiptasia pallida]","GO:0005737; GO:0005829; GO:0005634; GO:0005886; GO:0061630; GO:0004842; GO:0030324; GO:0045892; GO:0043161; GO:0016567; GO:0042787; GO:0030217","GO:0016874; GO:0061630; GO:0006511"
"1370","Cluster_4425","evm.TU.chromosome_14.5055",-0.149892807729679,0.540215256605035,0.913554481342445,146,-21.01,"2 16","167 190",16,"68.75%","81.25%","sp|Q8BZZ3|WWP1_MOUSE",0,"NEDD4-like E3 ubiquitin-protein ligase WWP1 OS=Mus musculus GN=Wwp1 PE=1 SV=2","tr|A0A2B4RI13|A0A2B4RI13_STYPI",0,"NEDD4-like E3 ubiquitin-protein ligase WWP1 OS=Stylophora pistillata GN=Wwp1 PE=4 SV=1","gb|KXJ10517.1|",0,"NEDD4-like E3 ubiquitin-protein ligase WWP1 [Exaiptasia pallida]","GO:0005737; GO:0005829; GO:0005634; GO:0005886; GO:0061630; GO:0004842; GO:0030324; GO:0045892; GO:0043161; GO:0016567; GO:0042787; GO:0030217","GO:0016874; GO:0061630; GO:0006511"
"1371","Cluster_1473","evm.TU.chromosome_2.735",-0.138057800835036,0.573001673409096,0.922061169197609,166,-20.14,"2 20","805 828",20,"80.00%","80.00%","sp|Q5R899|SPB6_PONAB",3.48e-92,"Serpin B6 OS=Pongo abelii GN=SERPINB6 PE=2 SV=1","tr|A0A2B4SMZ9|A0A2B4SMZ9_STYPI",0,"Leukocyte elastase inhibitor A OS=Stylophora pistillata GN=Serpinb1a PE=4 SV=1","ref|XP_022783484.1|",0,"leukocyte elastase inhibitor A-like [Stylophora pistillata]","GO:0005737; GO:0005615; GO:0004867","GO:0005615"
"1372","Cluster_1452","evm.TU.chromosome_2.736",0.376831188864052,0.111759629382299,0.692394348847354,148,-20.83,"2 21","316 339",22,"72.73%","72.73%","sp|Q5BIR5|SPB8_BOVIN",2.48e-97,"Serpin B8 OS=Bos taurus GN=SERPINB8 PE=2 SV=1","tr|A0A2B4SMZ9|A0A2B4SMZ9_STYPI",0,"Leukocyte elastase inhibitor A OS=Stylophora pistillata GN=Serpinb1a PE=4 SV=1","ref|XP_022783484.1|",0,"leukocyte elastase inhibitor A-like [Stylophora pistillata]","GO:0005737; GO:0005829; GO:0005615; GO:0004867; GO:0090136","GO:0005615"
"1373","Cluster_1453","evm.TU.chromosome_2.736",0.159134929278883,0.515221628612159,0.906430778790036,170,-26.72,"2 20","152 174",19,"84.21%","84.21%","sp|Q5BIR5|SPB8_BOVIN",2.48e-97,"Serpin B8 OS=Bos taurus GN=SERPINB8 PE=2 SV=1","tr|A0A2B4SMZ9|A0A2B4SMZ9_STYPI",0,"Leukocyte elastase inhibitor A OS=Stylophora pistillata GN=Serpinb1a PE=4 SV=1","ref|XP_022783484.1|",0,"leukocyte elastase inhibitor A-like [Stylophora pistillata]","GO:0005737; GO:0005829; GO:0005615; GO:0004867; GO:0090136","GO:0005615"
"1374","Cluster_1453","evm.TU.chromosome_12.3868",-0.134084484167745,0.584197539867974,0.925002527378924,146,-20.92,"2 21","862 886",22,"63.64%","72.73%",NA,NA,NA,"tr|A0A2B4SLX1|A0A2B4SLX1_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene3466 PE=4 SV=1","gb|PFX31694.1|",0,"hypothetical protein AWC38_SpisGene3466 [Stylophora pistillata]",NA,"GO:0003676"
"1375","Cluster_1452","evm.TU.chromosome_10.2938",0.080352931130412,0.743666820403786,0.959550647759983,173,-25.59,"2 20","385 405",18,"88.89%","88.89%","sp|Q6IR68|THA11_XENLA",1.59e-07,"THAP domain-containing protein 11 OS=Xenopus laevis GN=thap11 PE=2 SV=2","tr|A0A2B4R924|A0A2B4R924_STYPI",0,"Putative enzymatic polyprotein OS=Stylophora pistillata GN=AWC38_SpisGene20977 PE=4 SV=1","gb|PFX14844.1|",0,"putative enzymatic polyprotein [Stylophora pistillata]","GO:0005634; GO:0003677; GO:0008270; GO:0006355; GO:0006351","GO:0003677; GO:0008270"
"1376","Cluster_996","evm.TU.chromosome_10.2934",0.202601386492907,0.405497315142618,0.874152967146741,164,-20.94,"2 20","788 806",18,"83.33%","83.33%","sp|O75937|DNJC8_HUMAN",1.71e-86,"DnaJ homolog subfamily C member 8 OS=Homo sapiens GN=DNAJC8 PE=1 SV=2","tr|A0A2B4SZE5|A0A2B4SZE5_STYPI",2.85e-124,"DnaJ-like subfamily C member 8 OS=Stylophora pistillata GN=DNAJC8 PE=4 SV=1","ref|XP_020630821.1|",5.18e-135,"dnaJ homolog subfamily C member 8-like [Orbicella faveolata]","GO:0005829; GO:0045171; GO:0005654; GO:0005634; GO:0030544; GO:0000398",""
"1377","Cluster_1452","evm.TU.chromosome_10.2937",-0.251624234745435,0.298719042480431,0.832522620489683,173,-25.59,"2 20","385 405",18,"88.89%","88.89%",NA,NA,NA,"tr|A0A2B4R8J9|A0A2B4R8J9_STYPI",0,"Tenascin-R OS=Stylophora pistillata GN=TNR PE=4 SV=1","ref|XP_020623974.1|",0,"LOW QUALITY PROTEIN: uncharacterized protein LOC110061479 [Orbicella faveolata]",NA,"GO:0003677; GO:0004518; GO:0008270"
"1378","Cluster_3037","evm.TU.chromosome_9.913",0.136679696050831,0.576874356359713,0.923071569610805,162,-20.13,"2 20","418 440",20,"70.00%","85.00%","sp|O54912|KCNK3_RAT",1.93e-27,"Potassium channel subfamily K member 3 OS=Rattus norvegicus GN=Kcnk3 PE=2 SV=1","tr|A0A2B4RXB7|A0A2B4RXB7_STYPI",1.07e-99,"Potassium channel subfamily K member 3 OS=Stylophora pistillata GN=Kcnk3 PE=4 SV=1","ref|XP_020603093.1|",1.1e-117,"potassium channel subfamily K member 15-like [Orbicella faveolata]","GO:0005615; GO:0005887; GO:0005886; GO:0008083; GO:0005216; GO:0005252; GO:0022841; GO:0008022; GO:0046982; GO:0042803; GO:0044548; GO:0007420; GO:0071456; GO:0071294; GO:0090102; GO:0034220; GO:0051481; GO:0042493; GO:0030322","GO:0016021; GO:0005267"
"1379","Cluster_508","evm.TU.chromosome_1.1380",-0.138847641882954,0.570787167022211,0.921535528076505,167,-20.9,"2 21","249 274",23,"73.91%","78.26%","sp|Q5BIM1|TRI45_BOVIN",4.86e-12,"Tripartite motif-containing protein 45 OS=Bos taurus GN=TRIM45 PE=2 SV=1","tr|A0A2B4R7S0|A0A2B4R7S0_STYPI",6.92e-18,"Tripartite motif-containing protein 45 OS=Stylophora pistillata GN=TRIM45 PE=4 SV=1","ref|XP_020617582.1|",8.95e-27,"tripartite motif-containing protein 2-like [Orbicella faveolata]","GO:0005829; GO:0045171; GO:0005654; GO:0008270; GO:0060348","GO:0005622; GO:0008270"
"1380","Cluster_2073","evm.TU.chromosome_13.2771",0.289259165081918,0.229696056043894,0.796068513032537,166,-21.27,"2 19","274 295",17,"70.59%","94.12%","sp|Q58F21|BRDT_HUMAN",7.9e-167,"Bromodomain testis-specific protein OS=Homo sapiens GN=BRDT PE=1 SV=4","tr|A0A2B4RI17|A0A2B4RI17_STYPI",0,"Bromodomain-containing protein 2 OS=Stylophora pistillata GN=Brd2 PE=4 SV=1","ref|XP_020629236.1|",0,"bromodomain-containing protein 3-like isoform X4 [Orbicella faveolata]","GO:0005634; GO:0042393; GO:0070577; GO:0003713; GO:0030154; GO:0006338; GO:0016569; GO:0001207; GO:0007141; GO:0007140; GO:0006397; GO:0051039; GO:0043484; GO:0006355; GO:0008380; GO:0007283; GO:0006351",""
"1381","Cluster_1155","evm.TU.chromosome_1.347",-0.0145327645298103,0.952913059957497,0.993834804791616,167,-22.59,"2 17","303 326",17,"88.24%","88.24%","sp|P14381|YTX2_XENLA",6.28e-108,"Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1","tr|A0A2B4RFW8|A0A2B4RFW8_STYPI",0,"Transposon TX1 uncharacterized 149 kDa protein OS=Stylophora pistillata GN=AWC38_SpisGene19219 PE=4 SV=1","gb|PFX16501.1|",0,"Transposon TX1 uncharacterized 149 kDa protein [Stylophora pistillata]","","GO:0003676; GO:0008270"
"1382","Cluster_1772","evm.TU.chromosome_14.5312",0.477945047847621,0.0384795974335558,0.534542082949418,151,-20.55,"2 21","544 569",23,"65.22%","69.57%",NA,NA,NA,"tr|A0A2B4R970|A0A2B4R970_STYPI",6.92e-134,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene22566 PE=4 SV=1","gb|PFX13353.1|",1.07e-133,"uncharacterized protein LOC111346153 [Stylophora pistillata]",NA,"GO:0016021"
"1383","Cluster_4754","evm.TU.chromosome_9.2916",-0.412669425391583,0.0791055057232254,0.641280679599132,168,-20.47,"2 21","692 713",19,"78.95%","78.95%","sp|Q91WN1|DNJC9_MOUSE",1.4e-90,"DnaJ homolog subfamily C member 9 OS=Mus musculus GN=Dnajc9 PE=1 SV=2","tr|A0A2B4RLT5|A0A2B4RLT5_STYPI",5.78e-131,"DnaJ-like subfamily C member 9 OS=Stylophora pistillata GN=Dnajc9 PE=4 SV=1","ref|XP_020616283.1|",5.85e-146,"dnaJ homolog subfamily C member 9-like [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005615; GO:0005654; GO:0005634; GO:0005886; GO:0031072; GO:0032781; GO:0035176",""
"1384","Cluster_1453","evm.TU.chromosome_11.347",0.358214345792579,0.132090010069337,0.717121184297258,163,-20.63,"2 21","38 61",21,"71.43%","80.95%",NA,NA,NA,"tr|A0A2B4S4B4|A0A2B4S4B4_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene11990 PE=4 SV=1","ref|XP_020613550.1|",0,"uncharacterized protein LOC110051817 [Orbicella faveolata]",NA,"GO:0005509; GO:0003824"
"1385","Cluster_1155","evm.TU.chromosome_2.1067",-0.373982560162329,0.114715144505372,0.696445310477864,173,-20.76,"2 21","233 252",19,"84.21%","89.47%","sp|H2A0L1|TYRO2_PINMG",5.8e-19,"Tyrosinase-like protein 2 OS=Pinctada margaritifera PE=1 SV=1","tr|A0A2B4SFS2|A0A2B4SFS2_STYPI",9.21e-104,"Tyrosinase OS=Stylophora pistillata GN=melC2 PE=4 SV=1","ref|XP_020613196.1|",1.14e-117,"uncharacterized protein LOC110051510 [Orbicella faveolata]","GO:0005576; GO:0046872; GO:0016491","GO:0046872; GO:0016491"
"1386","Cluster_4425","evm.TU.chromosome_11.805",-0.065282565583883,0.790605466685714,0.968218984880958,153,-21.01,"2 19","26 49",19,"68.42%","78.95%","sp|P55024|TYRO_CHICK",6.33e-118,"Tyrosinase OS=Gallus gallus GN=TYR PE=2 SV=1","tr|A0A2B4R7J8|A0A2B4R7J8_STYPI",0,"Tyrosinase OS=Stylophora pistillata GN=TYR PE=4 SV=1","ref|XP_020628304.1|",0,"tyrosinase-like [Orbicella faveolata]","GO:0016021; GO:0043231; GO:0042470; GO:0033162; GO:0048471; GO:0005507; GO:0004503; GO:0046982; GO:0042803; GO:0008283; GO:0042438; GO:0043473; GO:0048538","GO:0046872; GO:0016491"
"1387","Cluster_4831","evm.TU.chromosome_13.2890",0.341299721358575,0.152701061710193,0.738747935913184,159,-20.51,"2 21","290 314",22,"72.73%","72.73%","sp|Q5Y4N8|AGRE1_RAT",8.04e-17,"Adhesion G protein-coupled receptor E2 OS=Rattus norvegicus GN=Adgre1 PE=2 SV=1","tr|A0A2B4R645|A0A2B4R645_STYPI",0,"Putative G-protein coupled receptor Mth-like 3 (Fragment) OS=Stylophora pistillata GN=mthl3 PE=4 SV=1","ref|XP_020614920.1|",0,"uncharacterized protein LOC110053070 [Orbicella faveolata]","GO:0071944; GO:0009897; GO:0016021; GO:0005886; GO:0005509; GO:0004930; GO:0002250; GO:0007166","GO:0016021; GO:0004930; GO:0030247; GO:0005044; GO:0007166; GO:0006955"
"1388","Cluster_2972","evm.TU.chromosome_3.738",-0.0792341269678753,0.74712406648136,0.960201788076581,140,-24.54,"2 9","930 951",7,"100.00%","100.00%","sp|Q9CWQ0|DPH5_MOUSE",3.5e-138,"Diphthine methyl ester synthase OS=Mus musculus GN=Dph5 PE=1 SV=2","tr|A0A2B4S7Q0|A0A2B4S7Q0_STYPI",0,"Diphthine synthase OS=Stylophora pistillata GN=DPH5 PE=4 SV=1","ref|XP_020627234.1|",0,"diphthine methyl ester synthase-like [Orbicella faveolata]","GO:0004164; GO:0017183","GO:0004164; GO:0017183"
"1389","Cluster_1453","evm.TU.chromosome_5.1708",-0.296297002496897,0.218046170971026,0.789072560376215,157,-24.41,"2 20","553 578",22,"68.18%","81.82%","sp|Q5XIU9|PGRC2_RAT",5.3e-28,"Membrane-associated progesterone receptor component 2 OS=Rattus norvegicus GN=Pgrmc2 PE=1 SV=1","tr|A0A2B4SNY3|A0A2B4SNY3_STYPI",3.59e-106,"Membrane-associated progesterone receptor component 2 OS=Stylophora pistillata GN=PGRMC2 PE=4 SV=1","ref|XP_020607341.1|",2.26e-132,"membrane-associated progesterone receptor component 2-like [Orbicella faveolata]","GO:0012505; GO:0016021; GO:0016020; GO:0005635; GO:0020037; GO:0005496",""
"1390","Cluster_8986","evm.TU.chromosome_4.775",0.518835995071246,0.0228364737065727,0.461955481310337,169,-22.39,"2 19","308 330",18,"83.33%","88.89%",NA,NA,NA,"tr|A0A2B4SQI5|A0A2B4SQI5_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene2173 PE=4 SV=1","ref|XP_020613639.1|",0,"uncharacterized protein LOC110051896 [Orbicella faveolata]",NA,""
"1391","Cluster_1473","evm.TU.chromosome_4.771",-0.249460006826347,0.303033497858435,0.834620505509018,166,-22.81,"2 20","192 215",20,"75.00%","85.00%",NA,NA,NA,"tr|A0A2B4R569|A0A2B4R569_STYPI",1.63e-160,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene22425 PE=4 SV=1","ref|XP_020613750.1|",0,"uncharacterized protein LOC110051975 [Orbicella faveolata]",NA,""
"1392","Cluster_1453","evm.TU.chromosome_4.770",0.569587057899894,0.010905766497781,0.367425584063313,158,-21.15,"2 21","266 289",21,"76.19%","76.19%",NA,NA,NA,"tr|A0A1V0SIY6|A0A1V0SIY6_9VIRU",6.97e-24,"Collagen triple helix repeat containing protein OS=Klosneuvirus KNV1 GN=Klosneuvirus_2_34 PE=4 SV=1","gb|ARF11598.1|",1.08e-23,"collagen triple helix repeat containing protein [Klosneuvirus KNV1]",NA,""
"1393","Cluster_9000","evm.TU.chromosome_14.1170",0.205257372536794,0.399236210075007,0.872130466524621,162,-20.64,"2 21","722 742",19,"78.95%","78.95%",NA,NA,NA,"tr|A0A1S3ICH8|A0A1S3ICH8_LINUN",4.01e-37,"uncharacterized protein LOC106163040 OS=Lingula unguis GN=LOC106163040 PE=4 SV=1","ref|XP_020616651.1|",7.39e-67,"uncharacterized protein LOC110054642 [Orbicella faveolata]",NA,""
"1394","Cluster_2003","evm.TU.chromosome_7.1707",-0.179964163255978,0.460974987883198,0.891099579127133,149,-20.66,"2 19","802 824",18,"66.67%","77.78%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395","Cluster_1155","evm.TU.chromosome_13.2239",-0.245747459700876,0.31052170091238,0.838017759176922,173,-21.02,"2 21","577 596",19,"84.21%","89.47%","sp|Q96AY4|TTC28_HUMAN",7.44e-34,"Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4","tr|A0A2B4S9L2|A0A2B4S9L2_STYPI",0,"Tetratricopeptide repeat protein 28 OS=Stylophora pistillata GN=TTC28 PE=4 SV=1","ref|XP_020619302.1|",0,"tetratricopeptide repeat protein 28-like [Orbicella faveolata]","GO:0005737; GO:0005815; GO:0030496; GO:0000922; GO:0019900; GO:0007049; GO:0051301; GO:0007346","GO:0016021"
"1396","Cluster_3293","evm.TU.chromosome_13.2239",0.0953967489694875,0.697658731838279,0.950210878223525,162,-20.19,"2 19","274 294",17,"76.47%","82.35%","sp|Q96AY4|TTC28_HUMAN",7.44e-34,"Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4","tr|A0A2B4S9L2|A0A2B4S9L2_STYPI",0,"Tetratricopeptide repeat protein 28 OS=Stylophora pistillata GN=TTC28 PE=4 SV=1","ref|XP_020619302.1|",0,"tetratricopeptide repeat protein 28-like [Orbicella faveolata]","GO:0005737; GO:0005815; GO:0030496; GO:0000922; GO:0019900; GO:0007049; GO:0051301; GO:0007346","GO:0016021"
"1397","Cluster_2003","evm.TU.chromosome_13.2233",-0.230177881938423,0.343118239436807,0.852035159409997,151,-20.04,"2 21","21 39",19,"73.68%","78.95%","sp|Q7ZWG9|SGMR1_DANRE",4.87e-89,"Sigma non-opioid intracellular receptor 1 OS=Danio rerio GN=sigmar1 PE=2 SV=1","tr|A0A2B4SHE6|A0A2B4SHE6_STYPI",1.52e-106,"Sigma non-opioid intracellular receptor 1 OS=Stylophora pistillata GN=sigmar1 PE=4 SV=1","ref|XP_020618034.1|",1.39e-146,"sigma non-opioid intracellular receptor 1-like isoform X1 [Orbicella faveolata]","GO:0031410; GO:0005783; GO:0005789; GO:0016021; GO:0005637; GO:0005640; GO:0006869; GO:0009611",""
"1398","Cluster_3406","evm.TU.chromosome_13.2235",-0.288866737155117,0.23035725319475,0.796466890001277,163,-27.33,"2 17","900 922",16,"81.25%","93.75%",NA,NA,NA,"tr|A0A2B4SB22|A0A2B4SB22_STYPI",1.47e-159,"Unhealthy ribosome biogenesis protein 2-like OS=Stylophora pistillata GN=URB2 PE=4 SV=1","ref|XP_022786863.1|",0,"LOW QUALITY PROTEIN: uncharacterized protein LOC111327042 [Stylophora pistillata]",NA,""
"1399","Cluster_4425","evm.TU.chromosome_13.2235",-0.0878371894233446,0.720663017882183,0.955180350265236,158,-20.83,"2 20","903 926",20,"65.00%","85.00%",NA,NA,NA,"tr|A0A2B4SB22|A0A2B4SB22_STYPI",1.47e-159,"Unhealthy ribosome biogenesis protein 2-like OS=Stylophora pistillata GN=URB2 PE=4 SV=1","ref|XP_022786863.1|",0,"LOW QUALITY PROTEIN: uncharacterized protein LOC111327042 [Stylophora pistillata]",NA,""
"1400","Cluster_4696","evm.TU.chromosome_6.2161",-0.0591661646628798,0.809864381009453,0.971558527824967,171,-24.58,"2 18","72 92",16,"93.75%","93.75%","sp|P98065|TSG6_RABIT",8.37e-10,"Tumor necrosis factor-inducible gene 6 protein OS=Oryctolagus cuniculus GN=TNFAIP6 PE=2 SV=1","tr|A7RGE0|A7RGE0_NEMVE",2.71e-22,"Predicted protein OS=Nematostella vectensis GN=v1g196789 PE=4 SV=1","ref|XP_020617543.1|",6.14e-27,"uncharacterized protein LOC110055495 [Orbicella faveolata]","GO:0005540; GO:0007155; GO:0050728","GO:0005540; GO:0007155"
"1401","Cluster_4425","evm.TU.chromosome_8.35",0.301270155592411,0.210050924459415,0.783500898155604,167,-26.02,"2 18","95 115",16,"87.50%","93.75%","sp|P98092|HMCT_BOMMO",2.37e-14,"Hemocytin OS=Bombyx mori PE=2 SV=1","tr|A0A2B4SWB6|A0A2B4SWB6_STYPI",2.52e-30,"Sialidase OS=Stylophora pistillata GN=TCNA PE=4 SV=1","ref|XP_020624952.1|",7.32e-53,"mucin-5AC-like isoform X2 [Orbicella faveolata]","GO:0030246; GO:0007155","GO:0005576; GO:0005509"
